player_id,game_mode,region,snapshot_time,rating
3173686,0,NA,2026-08-05 03:37:37.798789+00,11601
2873,0,NA,2026-08-05 03:37:37.798791+00,11580
69996092,0,NA,2026-08-05 03:37:37.798796+00,11567
26060124,0,NA,2026-08-05 03:37:38.659155+00,11551
18986995,0,NA,2026-08-05 03:37:38.659177+00,11548
212921387,0,NA,2026-08-05 03:37:38.65918+00,11545
77730098,0,NA,2026-08-05 03:37:38.659183+00,11525
88633345,0,NA,2026-08-05 03:37:38.659186+00,11516
12625755,0,NA,2026-08-05 03:37:38.659189+00,11498
28646592,0,NA,2026-08-05 03:37:38.659192+00,11498
247762142,0,NA,2026-08-05 03:37:38.659195+00,11456
2834,0,NA,2026-08-05 03:37:38.659197+00,11444
318752116,0,NA,2026-08-05 03:37:38.6592+00,11438
2996,0,NA,2026-08-05 03:37:38.659203+00,11438
339839595,0,NA,2026-08-05 03:37:38.659206+00,11435
168048831,0,NA,2026-08-05 03:37:38.659208+00,11427
8195,0,NA,2026-08-05 03:37:38.659211+00,11383
14368892,0,NA,2026-08-05 03:37:38.659214+00,11377
8762,0,NA,2026-08-05 03:37:38.659216+00,11373
38398160,0,NA,2026-08-05 03:37:38.659219+00,11371
46401423,0,NA,2026-08-05 03:37:38.659222+00,11363
347291677,0,NA,2026-08-05 03:37:38.659225+00,11349
44664524,0,NA,2026-08-05 03:37:38.659228+00,11346
155463410,0,NA,2026-08-05 03:37:38.65923+00,11343
27943635,0,NA,2026-08-05 03:37:38.659234+00,11326
266444149,0,NA,2026-08-05 03:37:38.659236+00,11324
269971791,0,NA,2026-08-05 03:37:38.65924+00,11314
7841,0,NA,2026-08-05 03:37:38.659243+00,11310
63879933,0,NA,2026-08-05 03:37:40.733963+00,11305
7923,0,NA,2026-08-05 03:37:40.73399+00,11304
8409,0,NA,2026-08-05 03:37:40.733995+00,11288
9642,0,NA,2026-08-05 03:37:40.733998+00,11277
253386624,0,NA,2026-08-05 03:37:40.734001+00,11271
208416373,0,NA,2026-08-05 03:37:40.734008+00,11266
8196,0,NA,2026-08-05 03:37:40.734011+00,11264
5010793,0,NA,2026-08-05 03:37:40.734014+00,11245
33472974,0,NA,2026-08-05 03:37:40.734017+00,11219
9226,0,NA,2026-08-05 03:37:40.73402+00,11195
30973382,0,NA,2026-08-05 03:37:40.734023+00,11193
7994,0,NA,2026-08-05 03:37:40.734026+00,11190
10133,0,NA,2026-08-05 03:37:40.734029+00,11187
2938,0,NA,2026-08-05 03:37:40.734032+00,11172
159133839,0,NA,2026-08-05 03:37:40.734035+00,11169
11700110,0,NA,2026-08-05 03:37:40.734038+00,11169
134332855,0,NA,2026-08-05 03:37:40.734041+00,11159
29119989,0,NA,2026-08-05 03:37:40.734044+00,11151
13436310,0,NA,2026-08-05 03:37:40.734047+00,11145
8199,0,NA,2026-08-05 03:37:40.73405+00,11139
9629,0,NA,2026-08-05 03:37:40.734054+00,11138
26560233,0,NA,2026-08-05 03:37:40.734057+00,11135
44329360,0,NA,2026-08-05 03:37:40.73406+00,11133
276724837,0,NA,2026-08-05 03:37:40.734063+00,11131
10060,0,NA,2026-08-05 03:37:40.734066+00,11129
9881,0,NA,2026-08-05 03:37:41.852295+00,11128
51827894,0,NA,2026-08-05 03:37:41.852324+00,11126
8809,0,NA,2026-08-05 03:37:41.852327+00,11116
9564733,0,NA,2026-08-05 03:37:41.852331+00,11113
9043,0,NA,2026-08-05 03:37:41.852334+00,11102
96810440,0,NA,2026-08-05 03:37:41.852337+00,11102
322612206,0,NA,2026-08-05 03:37:41.85234+00,11096
91449306,0,NA,2026-08-05 03:37:41.852343+00,11092
8973,0,NA,2026-08-05 03:37:41.852346+00,11092
8577,0,NA,2026-08-05 03:37:41.852349+00,11089
8999,0,NA,2026-08-05 03:37:41.852353+00,11088
8739,0,NA,2026-08-05 03:37:41.852356+00,11084
282689444,0,NA,2026-08-05 03:37:41.852359+00,11074
4113564,0,NA,2026-08-05 03:37:41.852362+00,11074
6,0,NA,2026-08-05 03:37:41.852365+00,11068
9129,0,NA,2026-08-05 03:37:41.852368+00,11059
24189359,0,NA,2026-08-05 03:37:41.852372+00,11049
3084874,0,NA,2026-08-05 03:37:41.852375+00,11046
247263857,0,NA,2026-08-05 03:37:41.852378+00,11042
8192,0,NA,2026-08-05 03:37:41.852381+00,11035
4226829,0,NA,2026-08-05 03:37:41.852384+00,11010
331797916,0,NA,2026-08-05 03:37:41.852387+00,11009
28977,0,NA,2026-08-05 03:37:41.85239+00,11006
295210408,0,NA,2026-08-05 03:37:41.852393+00,11005
287813894,0,NA,2026-08-05 03:37:41.852396+00,11001
3433,0,NA,2026-08-05 03:37:42.715412+00,11000
10005,0,NA,2026-08-05 03:37:42.715433+00,11000
10146,0,NA,2026-08-05 03:37:42.715437+00,10998
317918887,0,NA,2026-08-05 03:37:42.71544+00,10981
3176495,0,NA,2026-08-05 03:37:42.715443+00,10962
189037455,0,NA,2026-08-05 03:37:42.715445+00,10956
5028034,0,NA,2026-08-05 03:37:42.715448+00,10951
22911359,0,NA,2026-08-05 03:37:42.715451+00,10938
8138,0,NA,2026-08-05 03:37:42.715455+00,10924
8636461,0,NA,2026-08-05 03:37:42.715457+00,10920
